Ticker,Event_ID,Ticker_BB,Company_Name,Fiscal_Year,Fiscal_Quarter,Fiscal_Quarter_BB,Mgmt_Guidance_Date,Earnings_Announcement_Date,Announcement_Time,Mgmt_Guidance_EPS,Mgmt_Guidance_Type,Guidance_Range_Low,Guidance_Range_High,Analyst_Consensus_EPS,Num_Analysts,Disagreement_Gap,Disagreement_Pct,Actual_EPS,Surprise_EPS,Surprise_Pct,EPS_Beat_Miss,CAR_0_1,CAR_2_60,BHAR_2_60,Market_Cap,Sector,Std_Actual_EPS,Std_Guidance_EPS,Std_Consensus_EPS,Std_Disagreement_Gap,Std_Disagreement_Pct,Std_Surprise_EPS,Std_Surprise_Pct
JNJ US,JNJ US|45314,JNJ US Equity,Johnson & Johnson,2023,Q4 23 ,2023Q4,,2024-01-23,12:20,1.665775,,,,2.281,,-0.6152250000000001,-0.2697172292854012,2.29,0.008999999999999897,0.003945637878123584,Beat,-0.025456000000000003,-0.12818800000000002,-0.12550454935947775,391110.5574,Health Care,0.014094909829506987,0.010252815904474672,0.014039514987382287,-0.003786699082907614,-0.26971722928540115,5.539484212470011e-05,0.003945637878123642
GE US,GE US|45314,GE US Equity,General Electric Co,2023,Q4 23 ,2023Q4,,2024-01-23,12:20,1.46,,,,0.908,,0.5519999999999999,0.6079295154185022,1.03,0.122,0.1343612334801762,Beat,-0.013673,0.3838069999999999,0.4744015892971196,142828.9004,Industrials,0.009841391171412193,0.013949933116759029,0.008675711828778904,0.005274221287980125,0.607929515418502,0.0011656793426332891,0.13436123348017623
PG US,PG US|45314,PG US Equity,Procter & Gamble Co/The,2024,Q2 24 ,2024Q2,,2024-01-23,12:55,1.44,,,,1.705,,-0.2650000000000001,-0.15542521994134903,1.84,0.135,0.07917888563049853,Beat,0.025547,-0.015628000000000006,-0.015955181866953216,348489.1952,Consumer Staples,0.012444203976734748,0.009738942242661976,0.011531178141485188,-0.0017922358988232117,-0.15542521994134903,0.0009130258352495601,0.07917888563049852
NFLX US,NFLX US|45314,NFLX US Equity,Netflix Inc,2023,Q4 23 ,2023Q4,,2024-01-23,22:00,0.215,,,,0.22,,-0.0050000000000000044,-0.02272727272727275,0.21,-0.010000000000000009,-0.0454545454545455,Miss,0.116608,0.09046500000000002,0.09220014476543459,212585.392,Communication Services,0.0043235675608902435,0.004426509645673344,0.004529451730456446,-0.00010294208478310151,-0.022727272727272832,-0.00020588416956620215,-0.04545454545454547
TSLA US,TSLA US|45315,TSLA US Equity,Tesla Inc,2023,Q4 23 ,2023Q4,,2024-01-24,22:07,2.49,,,,0.732,,1.7580000000000002,2.4016393442622954,0.71,-0.02200000000000002,-0.030054644808743196,Miss,-0.133656,-0.169192,-0.17846619187427537,664839.6197,Consumer Discretionary,0.003394855120971598,0.011905900353829973,0.003500047814860859,0.008405852538969114,2.401639344262296,-0.00010519269388926077,-0.030054644808743165
V US,V US|45316,V US Equity,Visa Inc,2024,Q1 24 ,2024Q1,,2024-01-25,22:05,2.660501,,,,2.344,,0.31650100000000014,0.13502602389078505,2.41,0.06600000000000028,0.028156996587030837,Beat,-0.018263,-0.012363999999999997,-0.01338863868810658,560149.9037,Financials,0.00887170992085404,0.009793856064789252,0.008628750230075465,0.0011651058347137873,0.1350260238907851,0.0002429596907785759,0.028156996587030775
MSFT US,MSFT US|45321,MSFT US Equity,Microsoft Corp,2024,Q2 24 ,2024Q2,,2024-01-30,22:00,2.94,,,,2.778,,0.16199999999999992,0.05831533477321811,2.93,0.15200000000000014,0.054715622750180035,Beat,-0.013108999999999999,-0.019362999999999995,-0.022953686897552172,3045146.5214,Information Technology,0.007151225226984282,0.00717563213902177,0.006780240164014449,0.00039539197500732155,0.05831533477321807,0.00037098506296983323,0.054715622750180014
GOOGL US,GOOGL US|45321,GOOGL US Equity,Alphabet Inc,2023,Q4 23 ,2023Q4,,2024-01-30,22:02,1.66,,,,1.591,,0.06899999999999995,0.043368950345694504,1.64,0.04899999999999993,0.03079824010056564,Beat,-0.07176199999999999,0.07853199999999999,0.07966320923252046,1929525.955,Communication Services,0.010683343104683734,0.010813627776692073,0.010364145658263305,0.00044948211842876784,0.04336895034569463,0.00031919744642042863,0.030798240100565682
AMZN US,AMZN US|45323,AMZN US Equity,Amazon.com Inc,2023,Q4 23 ,2023Q4,,2024-02-01,22:01,1.03,,,,0.805,,0.22499999999999998,0.2795031055900621,1.01,0.20499999999999996,0.2546583850931676,Beat,0.081678,-0.006824000000000014,-0.010664138137149948,1603841.5476,Consumer Discretionary,0.006507731958762887,0.006636597938144331,0.0051868556701030934,0.0014497422680412372,0.2795031055900621,0.0013208762886597935,0.2546583850931676
META US,META US|45323,META US Equity,Meta Platforms Inc,2023,Q4 23 ,2023Q4,,2024-02-01,22:05,5.46,,,,4.92,,0.54,0.10975609756097562,5.33,0.41000000000000014,0.08333333333333337,Beat,0.191792,-0.07912799999999999,-0.09125461192025264,1002606.2463,Communication Services,0.013661762444250783,0.01399497616240324,0.012610857640846875,0.0013841185215563642,0.1097560975609756,0.0010509048034039077,0.08333333333333345
AAPL US,AAPL US|45323,AAPL US Equity,Apple Inc,2024,Q1 24 ,2024Q1,,2024-02-01,22:30,2.19,,,,2.102,,0.08800000000000008,0.04186489058039966,2.18,0.07800000000000029,0.03710751665080889,Beat,-0.015340999999999999,-0.10647899999999998,-0.10619908564110125,2851173.6224,Information Technology,0.011822125813449024,0.011876355748373101,0.011399132321041214,0.00047722342733188747,0.04186489058039965,0.0004229934924078107,0.03710751665080889
CVX US,CVX US|45324,CVX US Equity,Chevron Corp,2023,Q4 23 ,2023Q4,,2024-02-02,12:15,1.23,,,,3.253,,-2.023,-0.6218874884721796,3.45,0.19700000000000006,0.06055948355364281,Beat,0.022449,0.062326999999999994,0.06529214848952636,279179.1501,Energy,0.023328149300155525,0.008316992359185883,0.021996078166204615,-0.013679085807018732,-0.6218874884721796,0.00133207113395091,0.06055948355364281
XOM US,XOM US|45324,XOM US Equity,Exxon Mobil Corp,2023,Q4 23 ,2023Q4,,2024-02-02,12:30,1.91,,,,2.216,,-0.30600000000000027,-0.13808664259927808,2.48,0.2639999999999998,0.1191335740072201,Beat,-0.015777,0.126121,0.13726734034727084,410187.9791,Energy,0.024221115343295244,0.01865416544584432,0.021642738548686397,-0.0029885731028420764,-0.13808664259927805,0.0025783767946088477,0.11913357400722017
MCD US,MCD US|45327,MCD US Equity,McDonald's Corp,2023,Q4 23 ,2023Q4,,2024-02-05,13:00,2.8,,,,2.824,,-0.02400000000000002,-0.008498583569405107,2.95,0.12600000000000033,0.04461756373937689,Beat,-0.041079,-0.06867200000000001,-0.06964786151334867,215462.85,Consumer Discretionary,0.009930988049149976,0.009426022555125398,0.009506817034169331,-8.079447904393335e-05,-0.00849858356940524,0.0004241710149806444,0.04461756373937693
LLY US,LLY US|45328,LLY US Equity,Eli Lilly & Co,2023,Q4 23 ,2023Q4,,2024-02-06,12:45,2.42,,,,2.176,,0.24399999999999977,0.11213235294117636,2.49,0.31400000000000006,0.1443014705882353,Beat,0.016613,0.07103699999999999,0.06713440031510132,670400.7708,Health Care,0.003525913338997451,0.0034267912772585666,0.003081280090625885,0.0003455111866326817,0.11213235294117639,0.0004446332483715662,0.14430147058823534
KO US,KO US|45335,KO US Equity,Coca-Cola Co/The,2023,Q4 23 ,2023Q4,,2024-02-13,12:55,0.46,,,,0.488,,-0.02799999999999997,-0.05737704918032781,0.49,0.0020000000000000018,0.004098360655737709,Beat,-0.0030850000000000022,0.022788999999999993,0.02412839099604236,258107.8045,Consumer Staples,0.008207705192629816,0.007705192629815745,0.008174204355108877,-0.00046901172529313206,-0.05737704918032784,3.350083752093856e-05,0.004098360655737771
WMT US,WMT US|45342,WMT US Equity,Walmart Inc,2024,Q4 24 ,2024Q4,,2024-02-20,13:01,0.680793,,,,0.55,,0.13079299999999994,0.2378054545454544,0.6,0.04999999999999993,0.09090909090909079,Beat,0.024663,-0.014511000000000007,-0.01543197507304539,458648.9336,Consumer Staples,0.010565854328566372,0.011988599443179477,0.009685366467852508,0.002303232975326969,0.23780545454545454,0.000880487860713864,0.09090909090909087
NVDA US,NVDA US|45343,NVDA US Equity,NVIDIA Corp,2024,Q4 24 ,2024Q4,,2024-02-21,22:20,0.49800000000000005,,,,0.463,,0.03500000000000003,0.07559395248380137,0.52,0.056999999999999995,0.12311015118790496,Beat,0.113015,0.16635999999999998,0.15818394427545424,1715464.4,Information Technology,0.007487185394229108,0.0071704198583194155,0.006666474687553995,0.0005039451707654205,0.07559395248380124,0.0008207107066751131,0.12311015118790485
BRK/A US,BRK/A US|45346,BRK/A US Equity,Berkshire Hathaway Inc,2023,Q4 23 ,2023Q4,,2024-02-24,14:06,26043.897699,,,,5468.8,,20575.097699,3.7622691813560563,6057.86,589.0599999999995,0.10771284376828545,Beat,-0.016396,-0.027531000000000007,-0.028248181947188256,905472.2754,Financials,0.009632006858630736,0.041409838005870926,0.00869540053888333,0.0327144374669876,3.762269181356057,0.0009366063197474069,0.10771284376828565
JPM US,JPM US|45394,JPM US Equity,JPMorgan Chase & Co,2024,Q1 24 ,2024Q1,,2024-04-12,12:46,4.45,,,,4.167,,0.28300000000000036,0.06791456683465331,4.63,0.4630000000000001,0.11111111111111113,Beat,-0.037688,0.023846000000000016,0.022733922489983183,561292.6546,Financials,0.023691347285473056,0.02277030138668577,0.021322212556925752,0.0014480888297600178,0.0679145668346533,0.0023691347285473043,0.11111111111111104
JNJ US,JNJ US|45398,JNJ US Equity,Johnson & Johnson,2024,Q1 24 ,2024Q1,,2024-04-16,12:20,1.35,,,,2.648,,-1.298,-0.4901812688821752,2.71,0.06199999999999983,0.023413897280966704,Beat,-0.011222,-0.08213299999999997,-0.08994360710148452,355659.8809,Health Care,0.018361677620434988,0.009146961176231452,0.017941594959008062,-0.00879463378277661,-0.4901812688821752,0.0004200826614269258,0.023413897280966763
NFLX US,NFLX US|45400,NFLX US Equity,Netflix Inc,2024,Q1 24 ,2024Q1,,2024-04-18,22:00,0.54,,,,0.451,,0.08900000000000002,0.19733924611973397,0.53,0.07900000000000001,0.17516629711751666,Beat,-0.085176,0.04771600000000005,0.04811110008477204,265580.2291,Communication Services,0.008636282162003617,0.008799230882041422,0.007348987273704965,0.001450243608336457,0.197339246119734,0.001287294888298652,0.17516629711751658
PG US,PG US|45401,PG US Equity,Procter & Gamble Co/The,2024,Q3 24 ,2024Q3,,2024-04-19,12:55,1.590341,,,,1.413,,0.17734099999999997,0.12550672328379334,1.52,0.10699999999999998,0.07572540693559801,Beat,0.020560000000000002,-0.07967500000000001,-0.08652988041591292,370106.6816,Consumer Staples,0.009663678555534364,0.010110884353741497,0.008983406446690826,0.0011274779070506707,0.12550672328379334,0.0006802721088435375,0.07572540693559802
GE US,GE US|45405,GE US Equity,General Electric Co,2024,Q1 24 ,2024Q1,,2024-04-23,12:21,1.41,,,,0.654,,0.7559999999999999,1.1559633027522933,0.82,0.16599999999999993,0.25382262996941884,Beat,0.04946499999999999,-0.08419099999999999,-0.09638763693098151,164197.7898,Industrials,0.005459750982089354,0.009388108396031693,0.004354484319861509,0.0050336240761701834,1.1559633027522933,0.0011052666622278443,0.25382262996941884
TSLA US,TSLA US|45405,TSLA US Equity,Tesla Inc,2024,Q1 24 ,2024Q1,,2024-04-23,22:03,0.45,,,,0.519,,-0.069,-0.13294797687861273,0.45,-0.069,-0.13294797687861273,Miss,0.12692099999999998,0.383263,0.4612916738847832,453013.1265,Consumer Discretionary,0.003167898627243928,0.003167898627243928,0.0036536430834213304,-0.00048574445617740247,-0.13294797687861276,-0.00048574445617740247,-0.13294797687861276
V US,V US|45405,V US Equity,Visa Inc,2024,Q2 24 ,2024Q2,,2024-04-23,22:05,2.953135,,,,2.439,,0.514135,0.21079745797457974,2.51,0.07099999999999973,0.02911029110291092,Beat,-0.0023490000000000013,-0.13240899999999997,-0.1403061633746019,561270.2555,Financials,0.009216759079058496,0.010843957698380643,0.008956045973634929,0.001887911724745714,0.21079745797457983,0.00026071310542356667,0.02911029110291099
META US,META US|45406,META US Equity,Meta Platforms Inc,2024,Q1 24 ,2024Q1,,2024-04-24,22:05,4.86,,,,4.29,,0.5700000000000003,0.13286713286713292,4.71,0.41999999999999993,0.09790209790209789,Beat,-0.10651499999999998,-0.049544000000000026,-0.06287033798299069,1258374.6042,Communication Services,0.009494053618222132,0.009796412013706915,0.008647450110864745,0.0011489619028421695,0.13286713286713292,0.0008466035073573866,0.09790209790209778
MSFT US,MSFT US|45407,MSFT US Equity,Microsoft Corp,2024,Q3 24 ,2024Q3,,2024-04-25,22:00,2.95,,,,2.831,,0.11900000000000022,0.04203461674320036,2.94,0.10899999999999999,0.038502296008477564,Beat,-0.011918999999999999,-0.0017209999999999858,-0.005052383889323719,3039494.2438,Information Technology,0.007187209700288466,0.0072116559917860465,0.0069207451229648465,0.0002909108688212,0.04203461674320031,0.0002664645773236196,0.03850229600847751
GOOGL US,GOOGL US|45407,GOOGL US Equity,Alphabet Inc,2024,Q1 24 ,2024Q1,,2024-04-25,22:02,1.91,,,,1.527,,0.383,0.2508185985592666,1.89,0.363,0.23772102161100198,Beat,0.07690699999999998,-0.049384000000000004,-0.05621139841395695,1990491.125,Communication Services,0.011877081631370577,0.012002765034877145,0.009595927857726387,0.002406837177150758,0.2508185985592666,0.0022811537736441897,0.2377210216110019
CVX US,CVX US|45408,CVX US Equity,Chevron Corp,2024,Q1 24 ,2024Q1,,2024-04-26,12:15,2.99,,,,2.902,,0.08800000000000008,0.030323914541695408,2.93,0.028000000000000025,0.009648518263266721,Beat,-0.007113,-0.10785799999999997,-0.11305160089759958,305325.0413,Energy,0.01772749273959342,0.01809051306873185,0.01755808325266215,0.0005324298160696989,0.03032391454169532,0.00016940948693126845,0.00964851826326673
XOM US,XOM US|45408,XOM US Equity,Exxon Mobil Corp,2024,Q1 24 ,2024Q1,,2024-04-26,12:30,2.06,,,,2.193,,-0.133,-0.06064751481988144,2.06,-0.133,-0.06064751481988144,Miss,-0.026989,-0.09587499999999997,-0.10157374016287479,480255.7551,Energy,0.01697848842001154,0.01697848842001154,0.018074672381109373,-0.0010961839610978338,-0.060647514819881516,-0.0010961839610978338,-0.060647514819881516
LLY US,LLY US|45412,LLY US Equity,Eli Lilly & Co,2024,Q1 24 ,2024Q1,,2024-04-30,12:45,2.49,,,,2.436,,0.05400000000000027,0.022167487684729176,2.58,0.14400000000000013,0.05911330049261089,Beat,0.073104,0.026142999999999996,0.021847908751778222,700904.7689,Health Care,0.003499728703201302,0.0033776451437873035,0.0033043950081389035,7.325013564840003e-05,0.022167487684729273,0.0001953336950623985,0.05911330049261091
KO US,KO US|45412,KO US Equity,Coca-Cola Co/The,2024,Q1 24 ,2024Q1,,2024-04-30,12:55,0.74,,,,0.697,,0.04300000000000004,0.06169296987087524,0.72,0.02300000000000002,0.03299856527977048,Beat,0.017361,-0.04922599999999999,-0.0536861923344798,267466.2678,Consumer Staples,0.01160541586073501,0.011927788523533205,0.011234687298517084,0.0006931012250161201,0.06169296987087532,0.0003707285622179257,0.03299856527977061
MCD US,MCD US|45412,MCD US Equity,McDonald's Corp,2024,Q1 24 ,2024Q1,,2024-04-30,13:00,2.67,,,,2.721,,-0.051000000000000156,-0.018743109151047467,2.7,-0.020999999999999908,-0.00771775082690184,Miss,0.02235,-0.17248099999999994,-0.17905200615781192,197230.8001,Consumer Discretionary,0.009870224821787607,0.009760555657101077,0.009946993237068177,-0.00018643757996709975,-0.01874310915104746,-7.676841528056998e-05,-0.0077177508269018445
AMZN US,AMZN US|45412,AMZN US Equity,Amazon.com Inc,2024,Q1 24 ,2024Q1,,2024-04-30,22:01,1.0,,,,0.823,,0.17700000000000005,0.21506682867557722,0.98,0.15700000000000003,0.19076549210206567,Beat,0.009045,-0.060268999999999996,-0.06934572523391758,1879700.5184,Consumer Discretionary,0.005415561450044209,0.005526083112290008,0.004547966401414677,0.000978116710875331,0.21506682867557705,0.0008675950486295315,0.19076549210206564
AAPL US,AAPL US|45414,AAPL US Equity,Apple Inc,2024,Q2 24 ,2024Q2,,2024-05-02,22:30,1.53,,,,1.502,,0.028000000000000025,0.018641810918774985,1.53,0.028000000000000025,0.018641810918774985,Beat,0.060097000000000005,0.123496,0.13125118644113676,2614310.4533,Information Technology,0.009037212049616066,0.009037212049616066,0.008871825162433549,0.0001653868871825167,0.01864181091877502,0.0001653868871825167,0.01864181091877502
BRK/A US,BRK/A US|45416,BRK/A US Equity,Berkshire Hathaway Inc,2024,Q1 24 ,2024Q1,,2024-05-04,14:00,8824.694137,,,,6871.845,,1952.8491370000002,0.28418119689835847,7796.47,924.625,0.13455265652819584,Beat,0.0019069999999999988,0.019283999999999985,0.01937981453730475,865436.4029,Financials,0.012929469320066335,0.014634650310116086,0.011396094527363185,0.0032385557827529013,0.28418119689835836,0.0015333747927031502,0.13455265652819579
WMT US,WMT US|45428,WMT US Equity,Walmart Inc,2025,Q1 25 ,2025Q1,,2024-05-16,13:00,0.63,,,,0.525,,0.10499999999999998,0.19999999999999996,0.6,0.07499999999999996,0.14285714285714277,Beat,0.08053300000000001,0.040224,0.04096551680138916,482113.0522,Consumer Staples,0.010028413839211098,0.010529834531171654,0.008774862109309712,0.0017549724218619417,0.19999999999999993,0.0012535517299013862,0.1428571428571427
NVDA US,NVDA US|45434,NVDA US Equity,NVIDIA Corp,2025,Q1 25 ,2025Q1,,2024-05-22,22:20,0.604,,,,0.563,,0.041000000000000036,0.07282415630550629,0.61,0.04700000000000004,0.08348134991119013,Beat,0.098661,0.13536799999999996,0.0993259163161011,2346337.4472,Information Technology,0.006395068458683664,0.006332166145975301,0.00590233367580148,0.00042983247017382067,0.07282415630550633,0.0004927347828821843,0.08348134991119012
JPM US,JPM US|45485,JPM US Equity,JPMorgan Chase & Co,2024,Q2 24 ,2024Q2,,2024-07-12,12:47,6.13,,,,4.278,,1.8520000000000003,0.4329125759700796,4.4,0.12200000000000077,0.028517999064983823,Beat,0.004388999999999999,-0.008751000000000024,-0.012880288730229061,595727.5015,Financials,0.021209930103639436,0.029549288985297663,0.02062183658712943,0.008927452398168233,0.4329125759700795,0.0005880935165100062,0.028517999064983823
JNJ US,JNJ US|45490,JNJ US Equity,Johnson & Johnson,2024,Q2 24 ,2024Q2,,2024-07-17,12:20,1.95,,,,2.706,,-0.756,-0.2793791574279379,2.82,0.11399999999999988,0.04212860310421282,Beat,0.051205999999999995,-0.0064419999999999885,-0.006325750223254989,363432.6234,Health Care,0.018674259982782597,0.012913052115753923,0.017919343089861598,-0.005006290974107675,-0.2793791574279379,0.0007549168929209989,0.042128603104212875
NFLX US,NFLX US|45491,NFLX US Equity,Netflix Inc,2024,Q2 24 ,2024Q2,,2024-07-18,22:02,0.499,,,,0.474,,0.025000000000000022,0.052742616033755324,0.49,0.016000000000000014,0.03375527426160341,Beat,-0.0070209999999999995,0.09378599999999998,0.0997869382812846,278991.2657,Communication Services,0.007568035090970871,0.007707039817131561,0.0073209155777963116,0.0003861242393352494,0.05274261603375539,0.0002471195131745598,0.03375527426160348
GE US,GE US|45496,GE US Equity,General Electric Co,2024,Q2 24 ,2024Q2,,2024-07-23,12:20,1.16,,,,0.985,,0.17499999999999993,0.17766497461928926,1.2,0.21499999999999997,0.21827411167512686,Beat,0.025069000000000004,0.09596600000000001,0.10101167121296784,178158.1826,Industrials,0.007372818874416319,0.0071270582452691075,0.006051855492750061,0.0010752027525190461,0.1776649746192893,0.0013209633816662573,0.21827411167512695
KO US,KO US|45496,KO US Equity,Coca-Cola Co/The,2024,Q2 24 ,2024Q2,,2024-07-23,12:55,0.56,,,,0.806,,-0.246,-0.3052109181141439,0.84,0.03399999999999992,0.04218362282878402,Beat,0.040711,0.00039000000000001365,0.001142580089165346,279026.2652,Consumer Staples,0.012968967114404817,0.00864597807626988,0.012444032731202719,-0.0037980546549328392,-0.30521091811414386,0.000524934383202098,0.042183622828783976
GOOGL US,GOOGL US|45496,GOOGL US Equity,Alphabet Inc,2024,Q2 24 ,2024Q2,,2024-07-23,22:02,1.91,,,,1.844,,0.06599999999999984,0.03579175704989145,1.89,0.04599999999999982,0.024945770065075822,Beat,-0.025034,-0.10968900000000005,-0.1151931011061832,2255242.7,Communication Services,0.010403478835250729,0.010513568558375076,0.010150272472064735,0.0003632960863103416,0.035791757049891404,0.00025320636318599404,0.024945770065075666
TSLA US,TSLA US|45496,TSLA US Equity,Tesla Inc,2024,Q2 24 ,2024Q2,,2024-07-23,22:03,0.44,,,,0.615,,-0.175,-0.2845528455284553,0.52,-0.09499999999999997,-0.1544715447154471,Miss,-0.11905000000000002,-0.02156199999999997,-0.058374471765347824,802114.728,Consumer Discretionary,0.0020675122261540296,0.001749433422130333,0.0024452308059321696,-0.0006957973838018366,-0.28455284552845517,-0.00037771857977813997,-0.15447154471544713
V US,V US|45496,V US Equity,Visa Inc,2024,Q3 24 ,2024Q3,,2024-07-23,22:05,2.691713,,,,2.427,,0.264713,0.10907004532344457,2.42,-0.007000000000000117,-0.0028842192006592986,Miss,-0.026321000000000004,0.025571,0.02607964844901689,549614.8288,Financials,0.009039632438085988,0.010054585185461882,0.00906578013522095,0.0009888050502409318,0.1090700453234445,-2.614769713496154e-05,-0.0028842192006594777
MCD US,MCD US|45502,MCD US Equity,McDonald's Corp,2024,Q2 24 ,2024Q2,,2024-07-29,13:00,2.81,,,,3.074,,-0.2639999999999998,-0.08588158750813266,2.97,-0.10399999999999965,-0.03383214053350672,Miss,0.060715000000000005,0.09569199999999997,0.1084728436197302,181611.7773,Consumer Discretionary,0.011785714285714287,0.01115079365079365,0.012198412698412698,-0.0010476190476190472,-0.0858815875081327,-0.00041269841269841144,-0.03383214053350673
PG US,PG US|45503,PG US Equity,Procter & Gamble Co/The,2024,Q4 24 ,2024Q4,,2024-07-30,12:55,1.26891,,,,1.372,,-0.10309000000000013,-0.07513848396501466,1.4,0.027999999999999803,0.02040816326530598,Beat,-0.06515900000000001,-0.0008079999999999852,-0.00109037589816241,401057.7885,Consumer Staples,0.00823868651797799,0.007467251221091037,0.008073912787618431,-0.0006066615665273941,-0.07513848396501463,0.0001647737303595593,0.02040816326530606
MSFT US,MSFT US|45503,MSFT US Equity,Microsoft Corp,2024,Q4 24 ,2024Q4,,2024-07-30,22:00,2.96,,,,2.939,,0.020999999999999908,0.007145287512759411,2.95,0.01100000000000012,0.003742769649540701,Beat,-0.030647999999999998,-0.03653599999999999,-0.03918975367174915,3171587.8515,Information Technology,0.006913036346167366,0.006936470367679797,0.006887258922503691,4.921144517610644e-05,0.007145287512759409,2.577742366367472e-05,0.0037427696495406304
META US,META US|45504,META US Equity,Meta Platforms Inc,2024,Q2 24 ,2024Q2,,2024-07-31,22:05,5.31,,,,4.747,,0.5629999999999997,0.11860122182431003,5.16,0.41300000000000026,0.08700231725300195,Beat,0.07116100000000002,0.06436199999999997,0.06582888007495291,1175038.1942,Communication Services,0.011140136876875581,0.011463978065156847,0.010248494138474493,0.001215483926682354,0.11860122182430999,0.0008916427384010883,0.0870023172530019
AMZN US,AMZN US|45505,AMZN US Equity,Amazon.com Inc,2024,Q2 24 ,2024Q2,,2024-08-01,22:01,1.29,,,,1.018,,0.272,0.26719056974459726,1.26,0.242,0.23772102161100195,Beat,-0.07138800000000001,0.023752000000000006,0.020012282458443442,1945831.1941,Consumer Discretionary,0.006738688629799979,0.006899133597176169,0.005444432559632046,0.0014547010375441224,0.26719056974459726,0.0012942560701679328,0.23772102161100203
AAPL US,AAPL US|45505,AAPL US Equity,Apple Inc,2024,Q3 24 ,2024Q3,,2024-08-01,22:30,1.4,,,,1.347,,0.052999999999999936,0.039346696362286514,1.4,0.052999999999999936,0.039346696362286514,Beat,0.02214,-0.03415300000000003,-0.040124315203091454,3405392.9306,Information Technology,0.006304034582132564,0.006304034582132564,0.006065381844380403,0.00023865273775216123,0.03934669636228654,0.00023865273775216123,0.03934669636228654
CVX US,CVX US|45506,CVX US Equity,Chevron Corp,2024,Q2 24 ,2024Q2,,2024-08-02,12:15,2.43,,,,2.926,,-0.496,-0.16951469583048528,2.55,-0.37600000000000033,-0.12850307587149704,Miss,-0.004558999999999997,-0.062158,-0.06925964517051542,281937.9708,Energy,0.016708164067618922,0.015921897523260387,0.01917179923994234,-0.003249901716681953,-0.16951469583048517,-0.002463635172323418,-0.12850307587149695
XOM US,XOM US|45506,XOM US Equity,Exxon Mobil Corp,2024,Q2 24 ,2024Q2,,2024-08-02,12:30,2.14,,,,2.026,,0.11400000000000032,0.056268509378085065,2.14,0.11400000000000032,0.056268509378085065,Beat,0.029642999999999996,-0.064358,-0.07389294914796718,524629.2478,Energy,0.018298418127404875,0.018298418127404875,0.017323642582300125,0.0009747755451047502,0.05626850937808517,0.0009747755451047502,0.05626850937808517
BRK/A US,BRK/A US|45507,BRK/A US Equity,Berkshire Hathaway Inc,2024,Q2 24 ,2024Q2,,2024-08-03,14:00,21122.0846,,,,6463.953,,14658.131599999997,2.267672985864841,8076.6,1612.647,0.24948309494205786,Beat,0.007386999999999997,-0.03127800000000001,-0.03471026324570747,928491.6662,Financials,0.0125914550967752,0.0329294232463149,0.010077331296234225,0.022852091950080672,2.267672985864841,0.0025141238005409756,0.249483094942058
LLY US,LLY US|45512,LLY US Equity,Eli Lilly & Co,2024,Q2 24 ,2024Q2,,2024-08-08,12:45,3.29,,,,2.619,,0.6709999999999998,0.25620465826651384,3.92,1.3009999999999997,0.4967544864452079,Beat,0.12177700000000001,-0.13366800000000004,-0.13897979742942823,733846.0147,Health Care,0.005076799544124122,0.004260885331675603,0.0033918719403217036,0.000869013391353899,0.25620465826651373,0.0016849276038024188,0.4967544864452079
WMT US,WMT US|45519,WMT US Equity,Walmart Inc,2025,Q2 25 ,2025Q2,,2024-08-15,13:02,0.56,,,,0.645,,-0.08499999999999996,-0.13178294573643404,0.67,0.025000000000000022,0.038759689922480654,Beat,0.0538,0.05790899999999999,0.06346270288780786,552269.685,Consumer Staples,0.009758228954267405,0.00815613166326828,0.009394115933585787,-0.0012379842703175072,-0.13178294573643415,0.00036411302068161885,0.038759689922480536
NVDA US,NVDA US|45532,NVDA US Equity,NVIDIA Corp,2025,Q2 25 ,2025Q2,,2024-08-28,22:20,0.68,,,,0.616,,0.06400000000000006,0.10389610389610399,0.68,0.06400000000000006,0.10389610389610399,Beat,-0.07885400000000001,0.17821600000000007,0.17952803000560857,3156180.0,Information Technology,0.005300077942322681,0.005300077942322681,0.004801247077162899,0.0004988308651597819,0.10389610389610394,0.0004988308651597819,0.10389610389610394
JPM US,JPM US|45576,JPM US Equity,JPMorgan Chase & Co,2024,Q3 24 ,2024Q3,,2024-10-11,12:46,4.38,,,,4.009,,0.37099999999999955,0.09254178099276615,4.37,0.36099999999999977,0.09004739336492884,Beat,0.026988,0.085003,0.08141567532235272,605564.8605,Financials,0.020531854914489757,0.020578838564179663,0.01883574516068408,0.0017430934034955818,0.09254178099276619,0.0016961097538056753,0.0900473933649289
JNJ US,JNJ US|45580,JNJ US Equity,Johnson & Johnson,2024,Q3 24 ,2024Q3,,2024-10-15,12:20,1.12,,,,2.186,,-1.0659999999999998,-0.48764867337602924,2.42,0.23399999999999999,0.1070448307410796,Beat,0.0194,-0.12212600000000005,-0.11702148110416821,389010.5766,Health Care,0.014975247524752475,0.006930693069306932,0.013527227722772277,-0.0065965346534653455,-0.4876486733760292,0.0014480198019801976,0.10704483074107957
