Ticker,Event_ID,Ticker_BB,Company_Name,Fiscal_Year,Fiscal_Quarter,Fiscal_Quarter_BB,Mgmt_Guidance_Date,Earnings_Announcement_Date,Announcement_Time,Mgmt_Guidance_EPS,Mgmt_Guidance_Type,Guidance_Range_Low,Guidance_Range_High,Analyst_Consensus_EPS,Num_Analysts,Disagreement_Gap,Disagreement_Pct,Actual_EPS,Surprise_EPS,Surprise_Pct,EPS_Beat_Miss,CAR_0_1,CAR_2_60,BHAR_2_60,Market_Cap,Sector,Std_Actual_EPS,Std_Guidance_EPS,Std_Consensus_EPS,Std_Disagreement_Gap,Std_Disagreement_Pct,Std_Surprise_EPS,Std_Surprise_Pct
CVS US,CVS US|45511,CVS US Equity,CVS Health Corp,2024,Q2 24 ,2024Q2,,2024-08-07,12:30,1.41,,,,1.729,,-0.3190000000000002,-0.18449971081550037,1.83,0.10099999999999998,0.05841526894158471,Beat,-0.022964000000000002,-0.09915999999999998,-0.11036204291374041,73238.4592,Health Care,0.03136784367500857,0.024168666438121354,0.029636612958519028,-0.005467946520397674,-0.18449971081550046,0.0017312307164895416,0.05841526894158464
DUK US,DUK US|45510,DUK US Equity,Duke Energy Corp,2024,Q2 24 ,2024Q2,,2024-08-06,12:01,1.13,,,,1.022,,0.10799999999999987,0.10567514677103705,1.18,0.15799999999999992,0.15459882583170245,Beat,0.019764,-0.09994199999999999,-0.10793418351131856,85588.71,Utilities,0.010629673002432212,0.010179263129447795,0.00920637780380146,0.000972885325646336,0.10567514677103694,0.0014232951986307522,0.15459882583170234
LIN US,LIN US|45506,LIN US Equity,Linde PLC,2024,Q2 24 ,2024Q2,,2024-08-02,11:45,3.46,,,,3.79,,-0.33000000000000007,-0.08707124010554092,3.85,0.06000000000000005,0.015831134564643815,Beat,0.026622999999999997,-0.04768200000000001,-0.05196923136366949,216471.0908,Materials,0.008492522168791636,0.007632240702342613,0.008360171173953325,-0.0007279304716107122,-0.08707124010554096,0.00013235099483831052,0.015831134564643717
EOG US,EOG US|45505,EOG US Equity,EOG Resources Inc,2024,Q2 24 ,2024Q2,,2024-08-01,22:15,2.97,,,,2.969,,0.001000000000000334,0.0003368137420007861,3.16,0.19100000000000028,0.06433142472212876,Beat,0.0013779999999999992,-0.06278399999999999,-0.07042580432231493,72873.3059,Energy,0.0249211356466877,0.023422712933753944,0.023414826498422713,7.886435331231484e-06,0.0003368137420007249,0.001506309148264988,0.06433142472212883
MO US,MO US|45504,MO US Equity,Altria Group Inc,2024,Q2 24 ,2024Q2,,2024-07-31,13:00,2.21,,,,1.345,,0.865,0.6431226765799256,1.31,-0.03499999999999992,-0.026022304832713696,Miss,-0.012074999999999995,-0.050238999999999985,-0.05248700413457241,86826.0157,Consumer Staples,0.025914935707220577,0.0437190900098912,0.026607319485657765,0.017111770524233436,0.6431226765799258,-0.0006923837784371875,-0.026022304832713627
AMD US,AMD US|45503,AMD US Equity,Advanced Micro Devices Inc,2024,Q2 24 ,2024Q2,,2024-07-30,22:15,0.16,,,,0.684,,-0.524,-0.7660818713450293,0.69,0.005999999999999894,0.008771929824561249,Beat,0.023340999999999997,0.026202000000000007,0.003608979234065446,225879.8635,Information Technology,0.004937388193202146,0.001144901610017889,0.004894454382826477,-0.0037495527728085877,-0.7660818713450294,4.2933810375669554e-05,0.00877192982456114
SBUX US,SBUX US|45503,SBUX US Equity,Starbucks Corp,2024,Q3 24 ,2024Q3,,2024-07-30,22:05,0.93,,,,0.923,,0.007000000000000006,0.00758396533044421,0.93,0.007000000000000006,0.00758396533044421,Beat,0.025393999999999996,0.19187899999999986,0.18664196169616298,85179.04,Consumer Discretionary,0.012367021276595745,0.012367021276595745,0.012273936170212767,9.308510638297851e-05,0.007583965330444186,9.308510638297851e-05,0.007583965330444186
AMT US,AMT US|45503,AMT US Equity,American Tower Corp,2024,Q2 24 ,2024Q2,,2024-07-30,13:00,1.93,,,,2.487,,-0.5570000000000002,-0.2239646160032168,2.89,0.403,0.16204262163248895,Beat,0.014985,-0.045642999999999996,-0.05072426747940284,100366.9408,Real Estate,0.01344623831014749,0.00897966779881822,0.01157120923091239,-0.0025915414320941705,-0.22396461600321674,0.0018750290792350997,0.16204262163248892
CL US,CL US|45499,CL US Equity,Colgate-Palmolive Co,2024,Q2 24 ,2024Q2,,2024-07-26,12:55,0.89,,,,0.87,,0.020000000000000018,0.022988505747126457,0.91,0.040000000000000036,0.045977011494252915,Beat,0.03306,-0.07351099999999999,-0.07605415445322716,79164.3631,Consumer Staples,0.009431029122188829,0.009223753756865996,0.009016478391543166,0.00020727536532283083,0.022988505747126374,0.0004145507306456634,0.04597701149425294
RTX US,RTX US|45498,RTX US Equity,RTX Corp,2024,Q2 24 ,2024Q2,,2024-07-25,12:30,0.08,,,,1.295,,-1.2149999999999999,-0.9382239382239381,1.41,0.11499999999999999,0.0888030888030888,Beat,0.080623,0.032587999999999985,0.03603229105972994,139372.1153,Industrials,0.013450348182772107,0.0007631403224267863,0.012353333969283602,-0.011590193646856817,-0.9382239382239382,0.001097014213488505,0.08880308880308878
IBM US,IBM US|45497,IBM US Equity,International Business Machine,2024,Q2 24 ,2024Q2,,2024-07-24,22:08,1.99,,,,2.196,,-0.20600000000000018,-0.09380692167577422,2.43,0.23399999999999999,0.10655737704918031,Beat,0.07109,0.12383400000000001,0.1422085402114086,169114.7508,Information Technology,0.013199348180336775,0.010809342748506246,0.011928299837045086,-0.0011189570885388397,-0.0938069216757743,0.0012710483432916888,0.10655737704918027
LMT US,LMT US|45496,LMT US Equity,Lockheed Martin Corp,2024,Q2 24 ,2024Q2,,2024-07-23,13:29,6.87,,,,6.447,,0.42300000000000004,0.06561191251744998,7.11,0.6630000000000003,0.10283852954862731,Beat,0.1087,0.09347899999999999,0.10587374992317367,113872.2438,Industrials,0.014981352325164881,0.01447565266861923,0.013584357023957522,0.000891295644661708,0.06561191251744997,0.0013969953012073592,0.10283852954862736
GM US,GM US|45496,GM US Equity,General Motors Co,2024,Q2 24 ,2024Q2,,2024-07-23,12:30,2.57,,,,2.703,,-0.133,-0.04920458749537551,3.06,0.3570000000000002,0.1320754716981133,Beat,-0.0371,-0.030478000000000015,-0.04308205732401449,56517.969,Consumer Discretionary,0.06174334140435835,0.05185633575464083,0.054539951573849874,-0.002683615819209041,-0.04920458749537554,0.007203389830508479,0.1320754716981133
VZ US,VZ US|45495,VZ US Equity,Verizon Communications Inc,2024,Q2 24 ,2024Q2,,2024-07-22,13:00,1.09,,,,1.146,,-0.05599999999999983,-0.04886561954624767,1.15,0.0040000000000000036,0.003490401396160562,Beat,-0.075181,0.065085,0.07004138957593375,175189.1887,Communication Services,0.02763094666025949,0.02618933205189813,0.027534839019702065,-0.001345506967803934,-0.04886561954624759,9.61076405574246e-05,0.003490401396160569
AXP US,AXP US|45492,AXP US Equity,American Express Co,2024,Q2 24 ,2024Q2,,2024-07-19,13:00,4.16,,,,3.239,,0.9210000000000003,0.2843470206853968,3.49,0.25100000000000033,0.07749305341154689,Beat,-0.021345999999999997,0.08232999999999997,0.08288192974977715,179250.3208,Financials,0.014004815409309793,0.016693418940609953,0.012997592295345105,0.0036958266452648478,0.28434702068539675,0.0010072231139646882,0.07749305341154686
SLB US,SLB US|45492,SLB US Equity,SLB Ltd,2024,Q2 24 ,2024Q2,,2024-07-19,12:50,0.78,,,,0.826,,-0.04599999999999993,-0.0556900726392251,0.85,0.02400000000000002,0.02905569007263925,Beat,0.011112,-0.13353,-0.13654438579925765,69637.3339,Energy,0.01744663382594417,0.01600985221674877,0.016954022988505745,-0.0009441707717569754,-0.055690072639225,0.0004926108374384251,0.029055690072639317
ISRG US,ISRG US|45491,ISRG US Equity,Intuitive Surgical Inc,2024,Q2 24 ,2024Q2,,2024-07-18,22:04,1.48,,,,1.539,,-0.05899999999999994,-0.03833658219623128,1.78,0.2410000000000001,0.15659519168291106,Beat,0.084624,0.012267999999999977,0.010071633296832694,151186.2625,Health Care,0.004176149027520353,0.003472303685803439,0.0036107266030077655,-0.0001384229172043264,-0.03833658219623135,0.0005654224245125873,0.15659519168291106
PLD US,PLD US|45490,PLD US Equity,Prologis Inc,2024,Q2 24 ,2024Q2,,2024-07-17,14:00,0.93,,,,1.329,,-0.3989999999999999,-0.30022573363431143,1.34,0.01100000000000012,0.008276899924755547,Beat,0.031098,-0.06791100000000001,-0.07147601182303642,115318.1865,Real Estate,0.011029714379784346,0.0076549510247757024,0.010939171948308502,-0.0032842209235327997,-0.30022573363431143,9.054243147584365e-05,0.00827689992475564
MS US,MS US|45489,MS US Equity,Morgan Stanley,2024,Q2 24 ,2024Q2,,2024-07-16,13:30,1.85,,,,1.649,,0.20100000000000007,0.12189205579138876,1.82,0.17100000000000004,0.10369921164342027,Beat,0.023615,-0.012924000000000024,-0.018325592657371548,171064.6233,Financials,0.017290518715561465,0.017575527265817976,0.015665969979099373,0.001909557286718603,0.12189205579138881,0.0016245487364620927,0.10369921164342018
UNH US,UNH US|45489,UNH US Equity,UnitedHealth Group Inc,2024,Q2 24 ,2024Q2,,2024-07-16,11:55,4.58,,,,6.604,,-2.024,-0.306480920654149,6.8,0.19599999999999973,0.029678982434887907,Beat,0.11700300000000001,-0.013896000000000006,-0.014191959792596132,474338.8561,Health Care,0.013194404020412519,0.008886819178454314,0.012814094728059453,-0.003927275549605138,-0.306480920654149,0.0003803092923530659,0.029678982434887882
GS US,GS US|45488,GS US Equity,Goldman Sachs Group Inc/The,2024,Q2 24 ,2024Q2,,2024-07-15,13:25,8.73,,,,8.358,,0.3719999999999999,0.044508255563531926,8.62,0.2619999999999987,0.0313472122517347,Beat,0.03834,-0.013318000000000003,-0.019062726683877873,160287.3169,Financials,0.017962824039343166,0.018192048012003,0.01741685421355339,0.0007751937984496124,0.04450825556353194,0.0005459698257897772,0.03134721225173465
BLK US,BLK US|45488,BLK US Equity,Blackrock Inc,2024,Q2 24 ,2024Q2,,2024-07-15,12:01,10.07,,,,9.994,,0.07600000000000051,0.007604562737642637,10.36,0.36599999999999966,0.03662197318391031,Beat,0.010125000000000002,0.10708499999999997,0.11294814009556187,123036.3263,Financials,0.012512530647245673,0.012162276410981073,0.012070485645615178,9.179076536589524e-05,0.007604562737642614,0.00044204500163049464,0.03662197318391042
CRM US,CRM US|45441,CRM US Equity,Salesforce Inc,2025,Q1 25 ,2025Q1,,2024-05-29,22:01,1.58,,,,2.376,,-0.7959999999999998,-0.33501683501683494,2.44,0.06400000000000006,0.026936026936026963,Beat,-0.17751,0.116444,0.12250155087858516,262072.5599,Information Technology,0.009042730608160694,0.005855538672497499,0.0088055442315532,-0.0029500055590557014,-0.335016835016835,0.0002371863766074938,0.026936026936026956
MDT US,MDT US|45435,MDT US Equity,Medtronic PLC,2024,Q4 24 ,2024Q4,,2024-05-23,12:45,0.49,,,,1.45,,-0.96,-0.6620689655172414,1.46,0.010000000000000009,0.006896551724137937,Beat,-0.039572,-0.020315999999999973,-0.022484997246208227,113874.0609,Health Care,0.01702425373134328,0.005713619402985074,0.016907649253731342,-0.011194029850746268,-0.6620689655172414,0.0001166044776119389,0.0068965517241378485
TJX US,TJX US|45434,TJX US Equity,TJX Cos Inc/The,2025,Q1 25 ,2025Q1,,2024-05-22,13:30,0.95,,,,0.867,,0.08299999999999996,0.0957324106113033,0.93,0.06300000000000006,0.07266435986159175,Beat,0.035547,0.048297,0.05069964923502379,110691.548,Consumer Discretionary,0.009518935516888434,0.009723643807574206,0.00887410440122825,0.0008495394063459567,0.09573241061130332,0.0006448311156601848,0.07266435986159175
DUK US,DUK US|45419,DUK US Equity,Duke Energy Corp,2024,Q1 24 ,2024Q1,,2024-05-07,12:01,1.44,,,,1.381,,0.05899999999999994,0.042722664735698725,1.44,0.05899999999999994,0.042722664735698725,Beat,0.018104,0.03172200000000001,0.03277010245904566,77423.82,Utilities,0.0143397729535949,0.0143397729535949,0.013752240589524,0.0005875323640709001,0.04272266473569862,0.0005875323640709001,0.04272266473569862
EOG US,EOG US|45414,EOG US Equity,EOG Resources Inc,2024,Q1 24 ,2024Q1,,2024-05-02,22:15,3.11,,,,2.727,,0.383,0.14044737807114047,2.82,0.09299999999999997,0.0341034103410341,Beat,-0.021019999999999997,-0.06750500000000001,-0.07258087653746759,75371.2433,Energy,0.021700654097729897,0.023932281646787228,0.020984994228549443,0.0029472874182377845,0.14044737807114047,0.0007156598691804537,0.03410341034103409
LIN US,LIN US|45414,LIN US Equity,Linde PLC,2024,Q1 24 ,2024Q1,,2024-05-02,11:45,3.38,,,,3.656,,-0.27600000000000025,-0.07549234135667403,3.75,0.09399999999999986,0.025711159737417905,Beat,-0.06422900000000001,-0.006379999999999981,-0.0071356528144561615,213155.378,Materials,0.008472278704080249,0.007636347205277665,0.008259906917897972,-0.0006235597126203075,-0.07549234135667408,0.00021237178618227666,0.02571115973741775
CVS US,CVS US|45413,CVS US Equity,CVS Health Corp,2024,Q1 24 ,2024Q1,,2024-05-01,12:30,0.88,,,,1.692,,-0.8119999999999999,-0.47990543735224583,1.31,-0.3819999999999999,-0.2257683215130023,Miss,-0.194682,0.0054859999999999865,-0.0016417194122042567,85347.1094,Health Care,0.019347216068527545,0.012996603160537587,0.024988923349579088,-0.0119923201890415,-0.47990543735224583,-0.005641707281051542,-0.22576832151300233
AMD US,AMD US|45412,AMD US Equity,Advanced Micro Devices Inc,2024,Q1 24 ,2024Q1,,2024-04-30,22:15,0.08,,,,0.614,,-0.534,-0.8697068403908795,0.62,0.006000000000000005,0.009771986970684049,Beat,-0.081328,-0.020826,-0.043302862124759756,258849.0519,Information Technology,0.0038701622971285894,0.0004993757802746568,0.0038327091136079903,-0.0033333333333333335,-0.8697068403908794,3.745318352059912e-05,0.009771986970684004
SBUX US,SBUX US|45412,SBUX US Equity,Starbucks Corp,2024,Q2 24 ,2024Q2,,2024-04-30,22:05,0.68,,,,0.804,,-0.124,-0.15422885572139303,0.68,-0.124,-0.15422885572139303,Miss,-0.137841,-0.06472600000000006,-0.07853982291272521,100007.226,Consumer Discretionary,0.007698403713347674,0.007698403713347674,0.009102230272840486,-0.0014038265594928118,-0.1542288557213931,-0.0014038265594928118,-0.1542288557213931
AMT US,AMT US|45412,AMT US Equity,American Tower Corp,2024,Q1 24 ,2024Q1,,2024-04-30,13:00,1.97,,,,2.555,,-0.5850000000000002,-0.22896281800391396,2.87,0.31499999999999995,0.12328767123287668,Beat,0.030298,0.07784100000000001,0.08379774030515397,81713.6673,Real Estate,0.016400937196411225,0.011257786159209096,0.01460083433339048,-0.003343048174181384,-0.22896281800391405,0.0018001028630207448,0.12328767123287676
CL US,CL US|45408,CL US Equity,Colgate-Palmolive Co,2024,Q1 24 ,2024Q1,,2024-04-26,12:55,0.83,,,,0.815,,0.015000000000000013,0.01840490797546014,0.86,0.04500000000000004,0.055214723926380424,Beat,9.299999999999864e-05,0.010121000000000012,0.009835866275336391,73395.1532,Consumer Staples,0.009631537686191061,0.009295553813416955,0.009127561877029901,0.00016799193638705398,0.018404907975460186,0.0005039758091611602,0.05521472392638037
MO US,MO US|45407,MO US Equity,Altria Group Inc,2024,Q1 24 ,2024Q1,,2024-04-25,13:00,1.21,,,,1.139,,0.07099999999999995,0.06233538191395957,1.15,0.010999999999999899,0.009657594381035908,Beat,0.005102,0.064524,0.07152647428578596,73720.5261,Consumer Staples,0.026794035414725068,0.02819198508853681,0.026537744641192917,0.0016542404473438924,0.062335381913959494,0.0002562907735321508,0.00965759438103592
IBM US,IBM US|45406,IBM US Equity,International Business Machine,2024,Q1 24 ,2024Q1,,2024-04-24,22:08,1.75,,,,1.591,,0.15900000000000003,0.09993714644877438,1.68,0.08899999999999997,0.055939660590823365,Beat,-0.067687,0.010745000000000018,0.01030033694338206,167021.7439,Information Technology,0.009221142763049563,0.009605357044843296,0.008732641747626104,0.0008727152972171914,0.09993714644877442,0.0004885010154234582,0.05593966059082329
LMT US,LMT US|45405,LMT US Equity,Lockheed Martin Corp,2024,Q1 24 ,2024Q1,,2024-04-23,13:29,6.42,,,,5.784,,0.6360000000000001,0.10995850622406642,6.33,0.5460000000000003,0.09439834024896271,Beat,-0.016958,-0.08679599999999997,-0.09371147817244152,110947.7646,Industrials,0.013721197407495719,0.013916285522294236,0.012537662844384713,0.0013786226779095231,0.10995850622406646,0.0011835345631110057,0.09439834024896271
RTX US,RTX US|45405,RTX US Equity,RTX Corp,2024,Q1 24 ,2024Q1,,2024-04-23,12:55,1.29,,,,1.23,,0.06000000000000005,0.04878048780487809,1.34,0.1100000000000001,0.08943089430894317,Beat,-0.017528000000000002,-0.081039,-0.08861051094513428,135038.7224,Industrials,0.013194170933438361,0.012701851122489168,0.012111067349350137,0.0005907837731390312,0.04878048780487806,0.0010831035840882242,0.08943089430894313
GM US,GM US|45405,GM US Equity,General Motors Co,2024,Q1 24 ,2024Q1,,2024-04-23,12:30,2.57,,,,2.116,,0.45399999999999974,0.214555765595463,2.62,0.504,0.2381852551984877,Beat,0.031091999999999995,-0.007769999999999995,-0.0142163106272446,49883.0623,Consumer Discretionary,0.060634112473964365,0.0594769729229345,0.048970145799583434,0.010506827123351069,0.21455576559546297,0.011663966674380931,0.2381852551984877
VZ US,VZ US|45404,VZ US Equity,Verizon Communications Inc,2024,Q1 24 ,2024Q1,,2024-04-22,13:00,1.09,,,,1.12,,-0.030000000000000027,-0.02678571428571431,1.15,0.029999999999999805,0.026785714285714107,Beat,-0.038898999999999996,-0.06322200000000003,-0.07018479970761793,170462.9,Communication Services,0.028402074586317605,0.02692022721659669,0.02766115090145715,-0.000740923684860461,-0.026785714285714343,0.000740923684860454,0.026785714285714093
AXP US,AXP US|45401,AXP US Equity,American Express Co,2024,Q1 24 ,2024Q1,,2024-04-19,13:00,3.34,,,,2.964,,0.3759999999999999,0.12685560053981104,3.33,0.3660000000000001,0.12348178137651826,Beat,0.070716,-0.08825699999999996,-0.09713154937032398,156608.4012,Financials,0.015310344827586208,0.015356321839080459,0.01362758620689655,0.001728735632183908,0.12685560053981107,0.0016827586206896571,0.12348178137651837
SLB US,SLB US|45401,SLB US Equity,SLB Ltd,2024,Q1 24 ,2024Q1,,2024-04-19,12:50,0.75,,,,0.744,,0.006000000000000005,0.008064516129032265,0.75,0.006000000000000005,0.008064516129032265,Beat,-0.028238000000000003,-0.16995599999999997,-0.18078112166120042,72983.8819,Energy,0.014723203769140165,0.014723203769140165,0.014605418138987044,0.00011778563015312112,0.008064516129032244,0.00011778563015312112,0.008064516129032244
ISRG US,ISRG US|45400,ISRG US Equity,Intuitive Surgical Inc,2024,Q1 24 ,2024Q1,,2024-04-18,22:05,1.54,,,,1.418,,0.12200000000000011,0.08603667136812419,1.5,0.08200000000000007,0.05782792665726381,Beat,-0.010139,0.07382899999999999,0.08269407811893115,132624.0832,Health Care,0.004008872972178421,0.004115776251436513,0.0037897212496993344,0.00032605500173717855,0.08603667136812419,0.00021915172247908687,0.05782792665726371
PLD US,PLD US|45399,PLD US Equity,Prologis Inc,2024,Q1 24 ,2024Q1,,2024-04-17,14:00,0.63,,,,1.283,,-0.6529999999999999,-0.5089633671083398,1.28,-0.0029999999999998916,-0.0023382696804363926,Miss,-0.08087799999999999,-0.0005289999999999962,-0.005152581148917257,108800.5986,Real Estate,0.011155656266341294,0.005490674568589856,0.011181802335715531,-0.005691127767125675,-0.5089633671083398,-2.614606937423672e-05,-0.0023382696804364156
MS US,MS US|45398,MS US Equity,Morgan Stanley,2024,Q1 24 ,2024Q1,,2024-04-16,13:30,2.04,,,,1.663,,0.377,0.22669873722188816,2.02,0.357,0.2146722790138304,Beat,0.043098,0.03330800000000002,0.035591290405839526,142251.9892,Financials,0.023221059891941603,0.023450971376020233,0.019117139901138062,0.004333831474882172,0.2266987372218882,0.004103919990803541,0.21467227901383043
UNH US,UNH US|45398,UNH US Equity,UnitedHealth Group Inc,2024,Q1 24 ,2024Q1,,2024-04-16,11:55,-1.53,,,,6.589,,-8.119,-1.2322051904689633,6.91,0.32099999999999973,0.04871755956897856,Beat,0.081574,-0.07199100000000001,-0.0822169890456832,410841.497,Health Care,0.015506137378542739,-0.0034333415613850057,0.014785808854879609,-0.018219150416264616,-1.2322051904689635,0.0007203285236631295,0.048717559568978656
GS US,GS US|45397,GS US Equity,Goldman Sachs Group Inc/The,2024,Q1 24 ,2024Q1,,2024-04-15,13:25,11.713349,,,,8.808,,2.9053489999999993,0.3298534287011807,11.58,2.7720000000000002,0.3147138964577657,Beat,0.033281000000000005,0.06589899999999999,0.07166279313032109,130899.421,Financials,0.029731186936763458,0.03007355516187835,0.022614187784025262,0.007459367377853087,0.3298534287011806,0.007116999152738196,0.3147138964577657
BLK US,BLK US|45394,BLK US Equity,Blackrock Inc,2024,Q1 24 ,2024Q1,,2024-04-12,11:57,10.58,,,,9.355,,1.2249999999999996,0.13094601817210044,9.81,0.45500000000000007,0.04863709246392304,Beat,-0.0027980000000000006,-0.05456199999999999,-0.060236415266438526,116919.0245,Financials,0.012481551223980864,0.013461244847066008,0.011902641355794188,0.0015586034912718205,0.1309460181721005,0.000578909868186676,0.048637092463923025
CRM US,CRM US|45350,CRM US Equity,Salesforce Inc,2024,Q4 24 ,2024Q4,,2024-02-28,22:01,1.49,,,,2.266,,-0.776,-0.34245366284201234,2.29,0.02400000000000002,0.01059135039717565,Beat,0.027211000000000003,-0.11948099999999996,-0.12438251079697105,289916.0,Information Technology,0.007646076794657763,0.004974958263772955,0.007565943238731219,-0.0025909849749582645,-0.34245366284201245,8.013355592654398e-05,0.010591350397175604
TJX US,TJX US|45350,TJX US Equity,TJX Cos Inc/The,2024,Q4 24 ,2024Q4,,2024-02-28,13:30,1.22,,,,1.116,,0.10399999999999987,0.09318996415770597,1.22,0.10399999999999987,0.09318996415770597,Beat,-0.017498000000000003,-0.01786900000000001,-0.020777723247125346,114560.3135,Consumer Discretionary,0.012136888181456426,0.012136888181456426,0.011102268205332274,0.0010346199761241525,0.0931899641577059,0.0010346199761241525,0.0931899641577059
AMT US,AMT US|45349,AMT US Equity,American Tower Corp,2023,Q4 23 ,2023Q4,,2024-02-27,13:00,0.18,,,,2.312,,-2.1319999999999997,-0.9221453287197231,1.83,-0.48199999999999976,-0.20847750865051895,Miss,0.032228,-0.035346999999999996,-0.04215701671956973,87508.516,Real Estate,0.00974856168761986,0.0009588749200937566,0.012316215640315362,-0.011357340720221605,-0.9221453287197232,-0.002567653952695502,-0.2084775086505189
EOG US,EOG US|45344,EOG US Equity,EOG Resources Inc,2023,Q4 23 ,2023Q4,,2024-02-22,22:15,3.43,,,,3.107,,0.32299999999999995,0.10395880270357255,3.07,-0.037000000000000366,-0.011908593498551775,Miss,-0.060203000000000007,0.09907200000000001,0.10701609619253105,67855.2877,Energy,0.026383636988655895,0.02947748367136473,0.02670161567548986,0.00277586799587487,0.10395880270357254,-0.0003179786868339647,-0.0119085934985517
MDT US,MDT US|45342,MDT US Equity,Medtronic PLC,2024,Q3 24 ,2024Q3,,2024-02-20,12:45,0.99,,,,1.26,,-0.27,-0.2142857142857143,1.3,0.040000000000000036,0.03174603174603177,Beat,0.022180999999999996,-0.063653,-0.06686511198107792,112249.4169,Health Care,0.015399194503672116,0.011727078891257995,0.014925373134328358,-0.0031982942430703633,-0.21428571428571436,0.00047382136934375797,0.031746031746031786
DUK US,DUK US|45330,DUK US Equity,Duke Energy Corp,2023,Q4 23 ,2023Q4,,2024-02-08,12:01,1.285344,,,,1.537,,-0.2516559999999999,-0.1637319453480806,1.51,-0.026999999999999913,-0.017566688353936183,Miss,-0.046738999999999996,0.08166000000000001,0.08445094493717842,73630.5,Utilities,0.01581151832460733,0.01345909947643979,0.016094240837696335,-0.0026351413612565443,-0.16373194534808067,-0.00028272251308900445,-0.01756668835393619
CVS US,CVS US|45329,CVS US Equity,CVS Health Corp,2023,Q4 23 ,2023Q4,,2024-02-07,12:30,1.59,,,,1.982,,-0.3919999999999999,-0.19778002018163465,2.12,0.13800000000000012,0.06962663975782045,Beat,0.009338999999999995,-0.26568400000000003,-0.25020575042418913,94921.4919,Health Care,0.028741865509761388,0.02155639913232104,0.026870932754880693,-0.005314533622559653,-0.1977800201816347,0.001870932754880695,0.06962663975782042
LIN US,LIN US|45328,LIN US Equity,Linde PLC,2023,Q4 23 ,2023Q4,,2024-02-06,11:45,3.19,,,,3.462,,-0.27200000000000024,-0.07856730213749284,3.59,0.12799999999999967,0.036972848064702385,Beat,0.029727999999999997,0.04802600000000002,0.04945826008360554,194261.6754,Materials,0.008960886603599331,0.007962459126875172,0.0086413898110476,-0.0006789306841724282,-0.07856730213749276,0.00031949679255173155,0.036972848064702545
MO US,MO US|45323,MO US Equity,Altria Group Inc,2023,Q4 23 ,2023Q4,,2024-02-01,13:00,1.16,,,,1.164,,-0.0040000000000000036,-0.0034364261168384914,1.18,0.016000000000000014,0.013745704467353966,Beat,0.007974000000000002,0.054752999999999996,0.05522473524014071,70958.1046,Consumer Staples,0.029411764705882353,0.028913260219341975,0.02901296111665005,-9.970089730807624e-05,-0.003436426116838504,0.0003988035892323015,0.013745704467353896
AMD US,AMD US|45321,AMD US Equity,Advanced Micro Devices Inc,2023,Q4 23 ,2023Q4,,2024-01-30,22:15,0.41,,,,0.771,,-0.36100000000000004,-0.46822308690012976,0.77,-0.0010000000000000009,-0.0012970168612191969,Miss,-0.04125,-0.116308,-0.14191550190633218,287284.1678,Information Technology,0.004329978068942248,0.0023055727380082098,0.004335601417083732,-0.002030028679075522,-0.4682230869001298,-5.62334814148413e-06,-0.0012970168612193552
SBUX US,SBUX US|45321,SBUX US Equity,Starbucks Corp,2024,Q1 24 ,2024Q1,,2024-01-30,22:05,0.9,,,,0.929,,-0.029000000000000026,-0.031216361679225,0.9,-0.029000000000000026,-0.031216361679225,Miss,0.008419,-0.09814799999999999,-0.09985267558137101,106202.2079,Consumer Discretionary,0.009594882729211088,0.009594882729211088,0.00990405117270789,-0.00030916844349680207,-0.031216361679225008,-0.00030916844349680207,-0.031216361679225008
GM US,GM US|45321,GM US Equity,General Motors Co,2023,Q4 23 ,2023Q4,,2024-01-30,12:30,1.591258,,,,1.159,,0.43225800000000003,0.3729577221742882,1.24,0.08099999999999996,0.06988783433994819,Beat,0.11162100000000001,0.10946200000000003,0.11581443423727711,48465.9399,Consumer Discretionary,0.0350381463690308,0.04496349251200904,0.03274936422718282,0.012214128284826223,0.37295772217428824,0.002288782141847981,0.06988783433994827
AXP US,AXP US|45317,AXP US Equity,American Express Co,2023,Q4 23 ,2023Q4,,2024-01-26,13:00,2.63,,,,2.649,,-0.019000000000000128,-0.007172517931294876,2.62,-0.028999999999999915,-0.01094752736881839,Miss,0.061284,0.135096,0.14244133116438973,137055.1807,Financials,0.01393098314457383,0.013984154835965332,0.014085181049609189,-0.00010102621364385667,-0.007172517931294874,-0.00015419790503535917,-0.01094752736881842
CL US,CL US|45317,CL US Equity,Colgate-Palmolive Co,2023,Q4 23 ,2023Q4,,2024-01-26,12:55,0.87,,,,0.852,,0.018000000000000016,0.021126760563380302,0.87,0.018000000000000016,0.021126760563380302,Beat,0.026542,0.031095999999999995,0.03222892267797195,66874.2949,Consumer Staples,0.010711647377493229,0.010711647377493229,0.010490027086924402,0.00022162029056882644,0.021126760563380382,0.00022162029056882644,0.021126760563380382
IBM US,IBM US|45315,IBM US Equity,International Business Machine,2023,Q4 23 ,2023Q4,,2024-01-24,22:08,3.59,,,,3.758,,-0.16800000000000015,-0.044704630122405574,3.87,0.1120000000000001,0.029803086748270383,Beat,0.08866999999999998,-0.056581,-0.059471468874738975,158827.846,Information Technology,0.02224905139703346,0.020639300908359203,0.021605151201563758,-0.0009658502932045551,-0.044704630122405616,0.0006439001954697023,0.02980308674827036
